@relation pdbbindv2015-weka.filters.unsupervised.attribute.Remove-R1

@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric
@attribute	a126	numeric

@attribute energy numeric

@data
16,11,4,4,0,0,0,0,0,20,36,32,32,16,4,4,0,4,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,352,5,6,6,-2.7,268.117,0,130,19,2,0,0,0,0,5,7.61,5.88,3.81,4.5,1.38,4.5,6.23,9.34,2.77,4.15,7.61,4.15,4.15,5.19,5.19,4.84,5.19,1.04,3.11,7.96,1698,7,0,60406,1193,216,139,0,0,6,0,0,0,0,133,219,396,30,-11.066
13,9,2,10,0,1,0,0,0,23,36,32,32,19,4,4,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,559,10,6,4,3.5,340.031,0,186,22,4,0,0,0,0,8,13.1,8.73,2.78,7.54,1.19,1.59,7.94,8.73,1.19,9.13,13.1,3.57,3.97,3.57,4.37,4.37,3.17,0,1.59,6.75,430,2,0,15838.4,330,80,0,0,2,0,0,0,0,0,18,49,165,8,-11.056
37,28,3,8,1,0,0,0,0,43,80,70,70,33,10,10,0,10,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,944,9,3,13,4.4,575.23,0,166,40,5,0,0,0,0,4,3.03,4.04,3.03,4.04,2.02,6.06,4.04,13.13,1.01,13.13,3.03,6.06,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,9895.6,128,14,74,0,0,6,1,0,0,0,21,15,6,2,-11.051
45,42,8,0,0,0,0,0,0,57,102,85,85,40,17,17,0,17,8,0,0,1,7,0,0,0,0,6,0,0,0,0,4,0,0,2,14,0,1,7,0,0,0,4,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,0,0,4,0,0,2,1040,6,3,12,-2,661.377,1,112,50,0,0,0,0,0,78,9.14,6.72,2.93,5,1.03,3.79,4.83,9.31,1.9,2.59,9.14,1.38,1.55,5,8.62,5.86,5,2.41,3.45,7.76,1067,4,6,38739.8,683,100,64,0,0,6,2,0,0,0,57,133,284,17,-11.051
19,22,4,5,0,0,0,0,0,35,54,43,43,24,11,11,0,11,4,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,631,7,2,6,4,454.104,0,108,32,0,0,0,0,0,13,6.23,6.23,2.55,5.95,2.55,2.55,7.08,7.65,4.53,4.53,6.23,6.52,2.83,4.53,5.38,4.25,4.53,1.42,3.4,5.95,305,2,0,15781.7,210,6,42,0,1,2,0,0,0,0,22,41,88,3,-11
44,32,2,8,1,0,0,0,0,47,91,82,82,38,9,9,0,9,5,0,0,2,3,0,0,0,0,3,0,0,1,1,0,0,1,0,8,0,2,3,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,992,9,2,13,-2.2,616.282,0,132,43,7,0,0,0,0,2,5.05,4.04,3.03,4.04,0,5.05,4.04,13.13,1.01,15.15,5.05,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10206.7,127,12,75,0,0,6,1,0,0,0,21,13,6,2,-11
58,44,8,6,0,0,0,0,0,61,119,103,103,45,16,16,0,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1170,8,6,19,4,794.448,0,189,58,6,0,0,0,0,10,3.03,4.04,3.03,4.04,2.02,6.06,4.04,13.13,1.01,13.13,3.03,6.06,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,9963.4,145,13,75,0,0,6,1,0,0,0,39,12,6,2,-10.959
20,14,3,8,0,1,0,0,0,26,46,39,39,19,7,7,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,514,11,6,11,1.3,391.114,0,185,26,0,1,1,0,0,3,7.13,4.14,6.21,4.14,2.07,3.22,7.13,6.21,2.99,4.14,7.13,5.75,2.99,5.29,3.68,7.82,5.06,1.61,3.45,6.44,424,2,0,19052.5,294,27,27,1,1,1,0,0,0,0,24,44,147,8,-10.959
58,44,8,6,0,0,0,0,0,61,119,103,103,45,16,16,0,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1170,8,6,19,4,794.448,0,189,58,6,0,0,0,0,10,3.03,4.04,3.03,4.04,2.02,6.06,4.04,13.13,1.01,13.13,3.03,6.06,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,9992.9,148,15,74,0,0,6,1,0,0,0,41,12,6,2,-10.921
45,40,5,7,2,0,0,0,0,59,104,89,89,44,15,15,0,15,6,0,0,2,4,0,0,0,0,2,0,0,0,1,1,0,0,0,8,0,2,4,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1300,10,5,14,4.7,771.276,0,221,54,6,0,0,0,0,8,3.03,4.04,3.03,4.04,2.02,5.05,4.04,13.13,1.01,15.15,3.03,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10184.5,124,12,75,0,0,6,1,0,0,0,19,12,6,2,-10.886
38,28,2,8,1,0,0,0,0,42,80,71,71,33,9,9,0,9,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,867,9,2,13,2.5,562.235,0,132,39,5,0,0,0,0,2,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,12.12,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,7.07,198,2,0,9987.7,135,14,73,0,0,6,1,0,0,0,27,15,6,2,-10.854
40,29,4,5,2,0,0,0,0,42,82,71,71,31,11,11,0,11,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,907,8,3,15,4.9,588.244,0,165,40,3,0,0,0,0,4,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9728.4,128,12,74,0,0,6,1,0,0,0,23,13,6,2,-10.854
39,28,3,7,1,0,0,0,0,42,81,72,72,33,9,9,0,9,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,871,9,3,13,3.9,561.251,0,149,39,6,0,0,0,0,2,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9472.2,131,13,72,0,0,6,2,0,0,0,26,11,6,2,-10.824
47,35,5,6,1,0,0,0,0,49,96,82,82,35,14,14,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,8,5,16,3.6,665.325,0,165,47,4,0,0,0,0,8,6.19,4.38,3.87,5.41,1.55,4.12,5.67,8.51,1.8,5.93,6.19,3.87,2.06,5.15,4.9,7.73,5.93,1.8,4.9,8.76,1549,4,12,62722.7,1019,72,448,12,5,12,0,4,0,0,171,145,129,16,-10.77
37,29,3,7,2,0,0,0,0,45,82,72,72,35,10,10,0,10,5,0,0,3,2,0,0,0,0,2,0,0,1,1,0,0,0,0,7,0,3,2,0,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,961,10,2,13,-0.1,603.207,0,164,41,6,0,0,0,0,2,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9496.5,129,14,74,0,0,6,1,0,0,0,23,12,6,2,-10.721
33,31,2,5,1,0,3,0,3,45,78,65,65,32,13,13,0,13,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1050,10,2,11,1.5,602.206,0,114,42,2,0,0,0,0,5,3.03,4.04,3.03,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10098.9,124,12,73,0,0,6,1,0,0,0,21,12,6,2,-10.721
46,29,8,15,0,0,0,0,0,53,99,90,90,44,9,9,0,9,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1110,18,3,24,2.3,739.253,-3,333,52,2,0,0,0,0,3,6.77,4.65,5.22,4.94,0.42,2.96,6.63,7.9,2.12,5.36,6.77,6.35,1.97,5.64,6.35,8.04,3.95,1.41,5.5,6.49,694,2,0,26471,467,48,59,1,1,2,1,0,0,0,32,70,209,12,-10.699
26,20,8,1,1,0,0,0,0,33,59,51,51,25,8,8,0,8,4,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,3,1,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,569,8,3,8,2.7,426.195,0,136,30,0,0,0,0,0,26,6.25,7.72,2.57,3.68,1.1,3.31,8.46,6.25,3.68,4.78,6.25,6.62,1.47,4.41,5.15,6.25,4.78,1.47,4.41,5.15,252,2,0,13059,163,2,40,1,1,2,0,0,0,0,13,21,79,4,-10.699
40,29,2,8,1,0,0,0,0,43,83,74,74,34,9,9,0,9,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,885,9,2,14,4.3,576.251,0,132,40,6,0,0,0,0,2,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9582.5,128,14,72,0,0,6,1,0,0,0,24,12,6,2,-10.699
18,11,6,7,0,2,0,0,0,27,45,38,38,20,7,7,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,565,12,4,8,7,408.071,0,196,26,0,0,0,0,0,3,14.96,2.99,5.99,4.23,1.23,1.76,6.87,8.1,2.11,4.93,14.96,6.34,2.11,3.17,4.75,4.23,4.58,1.23,3.87,7.75,4521,9,0,129022.4,3393,655,107,0,0,24,8,12,0,0,406,586,1388,87,-10.699
29,28,4,2,0,0,3,0,3,42,71,62,62,33,9,9,0,9,6,1,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,2,3,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,815,7,0,6,1.4,510.224,0,50.6,37,0,0,0,0,0,1,5.59,5.24,3.5,5.24,5.59,4.2,7.69,9.44,2.1,4.9,5.59,6.99,1.75,4.55,3.15,4.9,8.04,1.4,3.5,6.29,286,2,8,14081.4,172,2,79,4,2,4,0,0,0,0,21,30,17,2,-10.678
14,11,4,4,0,0,0,0,0,21,35,31,31,17,4,4,0,4,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,404,5,6,2,-0.2,266.102,0,130,19,4,0,0,0,0,5,6.69,5.99,4.93,3.52,1.41,5.28,7.39,10.21,2.46,3.52,6.69,3.17,4.23,5.28,4.93,4.23,4.93,1.06,3.17,8.8,280,1,0,12072.7,202,37,23,0,0,1,0,0,0,0,20,40,70,6,-10.638
44,49,8,5,0,0,0,0,0,70,114,91,91,47,23,23,0,23,9,0,0,2,6,1,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,6,1,0,2,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1390,7,6,12,6.8,824.343,0,180,62,4,0,0,0,0,6,4.04,4.04,3.03,4.04,1.01,6.06,4.04,13.13,1.01,12.12,4.04,6.06,2.02,2.02,6.06,1.01,8.08,2.02,1.01,7.07,198,2,0,9547.2,132,12,74,0,0,6,1,0,0,0,29,11,6,2,-10.62
23,27,3,5,0,0,0,0,0,37,60,47,47,24,11,11,2,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,6,6,8,2.5,469.164,0,145,35,2,0,0,0,0,16,7.69,6.35,3.34,7.02,0,2.68,7.69,7.69,1.67,6.02,7.69,5.35,2.01,6.02,3.34,6.69,5.35,0.33,2.01,10.03,296,1,0,13645.1,200,23,55,1,0,3,0,0,0,0,22,29,51,3,-10.62
36,25,8,13,0,0,0,0,0,47,83,72,72,36,11,11,0,11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1030,16,6,21,0.4,654.225,0,306,46,2,0,0,0,0,3,6.77,4.65,5.22,4.94,0.42,2.82,6.63,7.9,2.12,5.36,6.77,6.35,1.97,5.64,6.35,8.04,3.95,1.41,5.5,6.49,694,2,0,26238.1,470,48,59,1,1,2,1,0,0,0,31,73,210,12,-10.62
38,27,2,8,1,0,0,0,0,40,78,69,69,31,9,9,0,9,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,791,9,2,13,4.8,550.235,0,132,38,3,0,0,0,0,2,5.05,4.04,3.03,4.04,0,5.05,4.04,13.13,1.01,15.15,5.05,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10058.6,132,13,75,0,0,6,1,0,0,0,25,13,6,2,-10.585
31,28,3,5,2,0,0,0,0,41,72,59,59,28,13,13,0,13,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,861,8,3,11,3.5,553.171,0,156,38,2,0,0,0,0,6,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9754.7,128,13,72,0,0,6,1,0,0,0,24,13,6,2,-10.569
14,11,4,4,0,0,0,0,0,21,35,31,31,17,4,4,0,4,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,404,5,6,2,-0.2,266.102,0,130,19,4,0,0,0,0,5,17.54,6.72,1.12,4.85,0,2.99,5.22,10.45,3.73,3.73,17.54,0,1.87,1.12,7.09,4.1,5.22,0.37,1.87,9.7,786,3,0,26162.3,577,105,60,0,0,3,0,0,0,0,80,81,200,13,-10.553
40,28,2,8,1,0,0,0,0,40,80,70,70,30,10,10,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,9,2,17,1,564.251,0,140,39,4,0,0,0,0,2,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9984.3,128,14,74,0,0,6,1,0,0,0,22,12,6,2,-10.553
21,20,3,4,0,0,0,0,0,29,50,41,41,20,9,9,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,582,5,2,4,-1.9,367.153,0,91.2,27,0,0,0,0,0,9,6.98,3.88,2.33,5.43,2.71,3.1,8.53,5.43,3.88,5.43,6.98,6.59,3.49,5.43,5.43,5.04,5.43,1.16,1.55,6.59,485,5,0,22561.5,360,3,14,2,2,0,0,0,0,0,16,58,261,6,-10.523
21,19,3,3,1,0,0,0,0,28,49,39,39,18,10,10,0,10,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,581,4,2,6,2.3,371.13,0,103,26,1,0,0,0,0,2,5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,12130.5,164,18,56,2,0,2,0,2,0,0,23,36,16,0,-10.523
48,37,4,5,0,0,0,0,0,49,97,85,85,37,12,12,0,12,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,940,5,4,15,5.9,628.362,0,120,46,4,0,0,0,0,8,3.03,4.04,3.03,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10231.4,125,12,75,0,0,6,1,0,0,0,19,12,7,2,-10.509
37,32,3,5,1,0,0,0,0,44,81,69,69,32,12,12,0,12,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,910,6,4,9,3,575.245,0,144,41,3,0,0,0,0,12,3.03,4.04,3.03,4.04,2.02,5.05,4.04,13.13,1.01,15.15,3.03,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10042.2,133,12,75,0,0,6,1,0,0,0,26,13,7,2,-10.481
25,16,5,1,1,0,0,0,0,25,50,46,46,21,4,4,0,4,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,374,6,3,7,-0.9,335.178,0,116,23,2,0,0,0,0,5,8.37,1.26,2.51,4.6,1.26,2.93,8.37,7.11,5.86,7.11,8.37,7.95,2.93,7.11,2.09,8.37,3.35,0,0.84,8.79,232,1,0,10818.6,174,37,23,0,0,2,0,0,0,0,14,17,69,4,-10.444
33,29,3,5,2,0,0,0,0,42,75,62,62,29,13,13,0,13,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,879,8,3,12,4.7,567.186,0,156,39,3,0,0,0,0,6,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9685.6,128,13,72,0,0,6,1,0,0,0,25,12,6,2,-10.444
37,32,3,5,1,0,0,0,0,44,81,69,69,32,12,12,0,12,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,910,6,4,9,3,575.245,0,144,41,3,0,0,0,0,12,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,12.12,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,7.07,198,2,0,10077.9,124,13,74,0,0,6,1,0,0,0,18,13,6,2,-10.387
29,23,6,5,1,0,0,0,0,39,68,58,58,29,10,10,0,10,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1010,6,3,8,-11.3,580.11,0,165,36,1,0,0,0,0,4,4.53,6.8,3.88,6.47,2.91,2.59,8.09,9.06,1.62,5.83,4.53,7.12,2.27,3.88,5.18,5.5,3.88,2.91,3.88,5.5,289,4,4,12745.1,172,2,75,4,1,2,0,1,0,0,14,32,27,6,-10.367
55,47,5,6,3,0,3,0,3,71,126,108,108,53,18,18,0,18,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1800,14,2,16,9.6,973.296,0,170,65,1,0,0,0,0,2,6.02,9.64,4.22,6.63,0.6,2.41,9.64,8.43,3.61,3.01,6.02,1.2,4.22,5.42,3.01,4.82,5.42,3.01,4.22,7.83,278,4,0,14980.8,218,0,0,0,0,0,0,0,0,0,8,26,174,10,-10.357
28,21,3,8,0,0,0,0,0,33,61,53,53,25,8,8,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,8,5,14,-0.9,529.106,0,173,33,2,0,0,0,0,3,6.63,4.6,5.28,4.87,0.41,2.98,6.9,8.25,2.17,5.41,6.63,6.22,1.89,5.68,6.09,8.25,3.79,1.49,5.41,6.22,696,1,0,25616.5,464,48,59,1,1,2,1,0,0,0,31,73,206,12,-10.348
42,32,2,9,1,0,0,0,0,48,90,80,80,38,10,10,0,10,5,0,0,2,2,0,0,0,1,2,0,0,1,0,0,0,0,1,7,0,2,2,0,1,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1030,10,2,9,1.9,630.261,0,141,44,5,0,1,0,0,2,5.05,4.04,3.03,4.04,0,5.05,4.04,13.13,1.01,15.15,5.05,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10014.7,128,12,75,0,0,6,1,0,0,0,22,14,6,2,-10.347
13,15,1,2,0,0,1,0,1,21,34,27,27,14,7,7,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,3,2,3,-4.2,337.011,0,49.3,20,1,0,0,0,0,7,4.27,6.71,0.61,9.76,0.61,2.44,7.32,7.93,3.66,4.88,4.27,7.93,3.05,5.49,3.05,4.88,6.1,4.27,4.27,6.1,492,3,0,20556.2,389,18,153,0,3,6,0,0,0,0,59,32,105,12,-10.328
